image,ground_truth,ue,oe,rec,pre,ue_np,ue_levin,asa,sse_rgb,sse_xy,co,ev,mde,icv,cd,reg,sp,sp_size,sp_size_variation
"120003","120003-3",0.0455243,0.862889,0.960911,0.177285,0.089151,67.0145,0.954476,416.228,408.144,0.131211,0.97575,0.311464,14.8341,0.403773,0.180165,500,308.802,322.135
"120003","120003-4",0.0373573,0.889852,0.951984,0.127684,0.0730241,18.1567,0.962643,416.228,408.144,0.131211,0.97575,0.343677,14.8341,0.403773,0.180165,500,308.802,322.135
"120093","120093-0",0.0244752,0.889942,0.965669,0.101639,0.0489505,6.73022,0.975525,1380.89,1930.91,0.117272,0.882504,0.346151,32.8211,0.378974,0.191954,500,308.802,661.649
"120093","120093-1",0.052817,0.831407,0.956838,0.162153,0.105006,13.1782,0.947183,1380.89,1930.91,0.117272,0.882504,0.376613,32.8211,0.378974,0.191954,500,308.802,661.649
"120093","120093-2",0.0398119,0.849593,0.96601,0.134614,0.0788143,34.6922,0.960188,1380.89,1930.91,0.117272,0.882504,0.348026,32.8211,0.378974,0.191954,500,308.802,661.649
"120093","120093-3",0.0359,0.867138,0.960833,0.132072,0.0718001,36.767,0.9641,1380.89,1930.91,0.117272,0.882504,0.362424,32.8211,0.378974,0.191954,500,308.802,661.649
"120093","120093-4",0.0692029,0.793,0.95345,0.214055,0.135899,11.4542,0.930797,1380.89,1930.91,0.117272,0.882504,0.384105,32.8211,0.378974,0.191954,500,308.802,661.649
"123057","123057-0",0.0553105,0.92217,0.860682,0.0830015,0.110129,1.41124,0.944689,369.694,342.186,0.126838,0.93027,0.759067,16.1379,0.383806,0.189538,501,308.186,277.067
"123057","123057-1",0.0653817,0.884955,0.847889,0.101127,0.130718,25.0698,0.934618,369.694,342.186,0.126838,0.93027,0.783567,16.1379,0.383806,0.189538,501,308.186,277.067
"123057","123057-2",0.0436137,0.925065,0.868272,0.0715259,0.0869424,9.04684,0.956386,369.694,342.186,0.126838,0.93027,0.705846,16.1379,0.383806,0.189538,501,308.186,277.067
"123057","123057-3",0.0476616,0.931406,0.848782,0.0702538,0.0949476,68.5736,0.952338,369.694,342.186,0.126838,0.93027,0.762807,16.1379,0.383806,0.189538,501,308.186,277.067
"123057","123057-4",0.0314959,0.953938,0.916451,0.0610536,0.0629918,27.5671,0.968504,369.694,342.186,0.126838,0.93027,0.524914,16.1379,0.383806,0.189538,501,308.186,277.067
"128035","128035-0",0.035071,0.893258,0.982925,0.152784,0.0694231,14.5633,0.964929,368.143,275.535,0.12183,0.960763,0.235295,17.4102,0.400108,0.181815,500,308.802,239.972
"128035","128035-1",0.0437044,0.896801,0.94668,0.131935,0.0872209,77.8376,0.956296,368.143,275.535,0.12183,0.960763,0.388288,17.4102,0.400108,0.181815,500,308.802,239.972
"128035","128035-2",0.0414829,0.89833,0.962665,0.141665,0.0820655,2.20429,0.958517,368.143,275.535,0.12183,0.960763,0.330254,17.4102,0.400108,0.181815,500,308.802,239.972
"128035","128035-3",0.0312109,0.926937,0.98074,0.134039,0.0624154,28.9861,0.968789,368.143,275.535,0.12183,0.960763,0.257019,17.4102,0.400108,0.181815,500,308.802,239.972
"128035","128035-4",0.0662107,0.858155,0.934654,0.192635,0.129766,21.236,0.933789,368.143,275.535,0.12183,0.960763,0.427212,17.4102,0.400108,0.181815,500,308.802,239.972
"130014","130014-0",0.0240348,0.963789,0.95866,0.0712263,0.0480696,0.55168,0.975965,520.416,359.885,0.121873,0.868776,0.361152,18.5499,0.388359,0.436136,500,308.802,300.534
"130014","130014-1",0.0276034,0.963828,0.904123,0.0632175,0.0552069,0.516171,0.972397,520.416,359.885,0.121873,0.868776,0.547683,18.5499,0.388359,0.436136,500,308.802,300.534
"130014","130014-2",0.0311786,0.955344,0.943389,0.0839154,0.0622276,43.9146,0.968821,520.416,359.885,0.121873,0.868776,0.421669,18.5499,0.388359,0.436136,500,308.802,300.534
"130014","130014-3",0.0436137,0.92605,0.921511,0.103543,0.0865279,31.1001,0.956386,520.416,359.885,0.121873,0.868776,0.514323,18.5499,0.388359,0.436136,500,308.802,300.534
"130014","130014-4",0.0875448,0.88923,0.842956,0.111283,0.172505,24.7005,0.912455,520.416,359.885,0.121873,0.868776,0.799771,18.5499,0.388359,0.436136,500,308.802,300.534
"130066","130066-0",0.0452005,0.954016,0.922311,0.0661781,0.0897404,53.002,0.9548,813.704,333.165,0.107713,0.867689,0.508794,22.7819,0.427594,0.170128,503,306.96,254.643
"130066","130066-1",0.0547471,0.930052,0.905969,0.113615,0.108594,287.069,0.945253,813.704,333.165,0.107713,0.867689,0.590385,22.7819,0.427594,0.170128,503,306.96,254.643
"130066","130066-2",0.0351228,0.963575,0.89167,0.0639698,0.0701161,50.7797,0.964877,813.704,333.165,0.107713,0.867689,0.631224,22.7819,0.427594,0.170128,503,306.96,254.643
"130066","130066-3",0.0255892,0.970531,0.936709,0.05374,0.0511784,49.1485,0.974411,813.704,333.165,0.107713,0.867689,0.456653,22.7819,0.427594,0.170128,503,306.96,254.643
"130066","130066-4",0.047001,0.954968,0.894594,0.0662647,0.0937559,46.8114,0.952999,813.704,333.165,0.107713,0.867689,0.599168,22.7819,0.427594,0.170128,503,306.96,254.643
"134049","134049-0",0.0649478,0.897119,0.922763,0.136456,0.128969,7.88851,0.935052,1505.6,228.747,0.124785,0.846203,0.534214,32.9353,0.393139,0.185038,500,308.802,285.261
"134049","134049-1",0.0323767,0.945344,0.905137,0.05195,0.0647535,36.0484,0.967623,1505.6,228.747,0.124785,0.846203,0.600876,32.9353,0.393139,0.185038,500,308.802,285.261
"134049","134049-2",0.12759,0.777352,0.877115,0.304945,0.242252,20.2051,0.87241,1505.6,228.747,0.124785,0.846203,0.678117,32.9353,0.393139,0.185038,500,308.802,285.261
"134049","134049-3",0.105925,0.818304,0.861223,0.213354,0.208975,29.2509,0.894074,1505.6,228.747,0.124785,0.846203,0.712507,32.9353,0.393139,0.185038,500,308.802,285.261
"134049","134049-4",0.0365088,0.933718,0.924068,0.0692276,0.0730177,117.22,0.963491,1505.6,228.747,0.124785,0.846203,0.506894,32.9353,0.393139,0.185038,500,308.802,285.261
"134067","134067-0",0.0547341,0.895059,0.921552,0.110563,0.108542,2.70492,0.945266,3443.96,307.118,0.108377,0.788141,0.532251,47.1772,0.387918,0.436631,503,306.96,359.14
"134067","134067-1",0.0528364,0.901646,0.91206,0.0999105,0.104928,23.8481,0.947164,3443.96,307.118,0.108377,0.788141,0.584784,47.1772,0.387918,0.436631,503,306.96,359.14
"134067","134067-2",0.0619361,0.899852,0.907868,0.11776,0.12349,203.697,0.938064,3443.96,307.118,0.108377,0.788141,0.577366,47.1772,0.387918,0.436631,503,306.96,359.14
"134067","134067-3",0.0658804,0.881341,0.913878,0.128599,0.131573,11.2754,0.93412,3443.96,307.118,0.108377,0.788141,0.568623,47.1772,0.387918,0.436631,503,306.96,359.14
"134067","134067-4",0.073199,0.864224,0.920041,0.140483,0.144792,8.09837,0.926801,3443.96,307.118,0.108377,0.788141,0.549599,47.1772,0.387918,0.436631,503,306.96,359.14
"140006","140006-0",0.0213146,0.927714,0.963742,0.063751,0.0422212,84.0158,0.978685,851.813,466.994,0.107349,0.912768,0.338928,25.0521,0.449557,0.376765,500,308.802,353.511
"140006","140006-1",0.0181864,0.928291,0.966059,0.0570406,0.0363728,0.47809,0.981814,851.813,466.994,0.107349,0.912768,0.314811,25.0521,0.449557,0.376765,500,308.802,353.511
"140006","140006-2",0.0193393,0.933478,0.964824,0.0538283,0.0384583,33.2407,0.980661,851.813,466.994,0.107349,0.912768,0.284533,25.0521,0.449557,0.376765,500,308.802,353.511
"140006","140006-3",0.0334907,0.871173,0.974689,0.127747,0.0660553,33.249,0.966509,851.813,466.994,0.107349,0.912768,0.235781,25.0521,0.449557,0.376765,500,308.802,353.511
"140006","140006-4",0.0356539,0.847669,0.980957,0.162787,0.0702003,20.3369,0.964346,851.813,466.994,0.107349,0.912768,0.226891,25.0521,0.449557,0.376765,500,308.802,353.511
"140088","140088-0",0.0464051,0.909262,0.955647,0.133288,0.0918517,33.941,0.953595,410.891,364.406,0.115224,0.968738,0.315545,15.4419,0.417309,0.405879,501,308.186,282.013
"140088","140088-1",0.0353236,0.934534,0.946648,0.0865602,0.0699218,40.1281,0.964676,410.891,364.406,0.115224,0.968738,0.414254,15.4419,0.417309,0.405879,501,308.186,282.013
"140088","140088-2",0.0352783,0.928504,0.957556,0.0993579,0.0704076,45.2604,0.964722,410.891,364.406,0.115224,0.968738,0.36801,15.4419,0.417309,0.405879,501,308.186,282.013
"140088","140088-3",0.0271047,0.941607,0.961584,0.0908069,0.0541836,103.679,0.972895,410.891,364.406,0.115224,0.968738,0.289495,15.4419,0.417309,0.405879,501,308.186,282.013
"140088","140088-4",0.0494621,0.890525,0.963034,0.142073,0.0966445,28.0597,0.950538,410.891,364.406,0.115224,0.968738,0.327284,15.4419,0.417309,0.405879,501,308.186,282.013
"14037","14037-0",0.023154,0.88934,0.964279,0.0762687,0.0456798,7.19304,0.976846,139.731,1113.83,0.0995995,0.98399,0.332221,9.74291,0.426649,0.170505,500,308.802,549.617
"14037","14037-1",0.0245011,0.893278,0.945277,0.074128,0.0490023,23.8408,0.975499,139.731,1113.83,0.0995995,0.98399,0.399022,9.74291,0.426649,0.170505,500,308.802,549.617
"14037","14037-2",0.0296436,0.879509,0.971557,0.0775688,0.0592418,2.04286,0.970356,139.731,1113.83,0.0995995,0.98399,0.307845,9.74291,0.426649,0.170505,500,308.802,549.617
"14037","14037-3",0.00992222,0.879288,0.988676,0.0487136,0.0198444,2.4952,0.990078,139.731,1113.83,0.0995995,0.98399,0.22071,9.74291,0.426649,0.170505,500,308.802,549.617
"14037","14037-4",0.0352524,0.865506,0.894973,0.0679544,0.0700125,56.1158,0.964748,139.731,1113.83,0.0995995,0.98399,0.599962,9.74291,0.426649,0.170505,500,308.802,549.617
"14085","14085-0",0.0348443,0.944191,0.749487,0.0362937,0.0696887,155.077,0.965156,543.585,304.933,0.104734,0.927323,1.08851,20.9178,0.39444,0.184427,500,308.802,336.223
"14085","14085-1",0.0624413,0.91967,0.76238,0.076954,0.124222,45.7709,0.937559,543.585,304.933,0.104734,0.927323,1.0365,20.9178,0.39444,0.184427,500,308.802,336.223
"14085","14085-2",0.0595657,0.923252,0.790768,0.0793808,0.118348,80.0128,0.940434,543.585,304.933,0.104734,0.927323,0.941521,20.9178,0.39444,0.184427,500,308.802,336.223
"14085","14085-3",0.0267615,0.944955,0.752669,0.0280095,0.053523,0.41897,0.973239,543.585,304.933,0.104734,0.927323,1.08276,20.9178,0.39444,0.184427,500,308.802,336.223
"14085","14085-4",0.0704529,0.90877,0.806399,0.0999393,0.139831,93.8867,0.929547,543.585,304.933,0.104734,0.927323,0.896221,20.9178,0.39444,0.184427,500,308.802,336.223
"14092","14092-0",0.0635294,0.923355,0.819003,0.0765497,0.127059,83.0837,0.936471,469.614,200.02,0.10318,0.95099,0.900919,20.5373,0.407821,0.178376,500,308.802,264.667
"14092","14092-1",0.0381669,0.937837,0.85997,0.0561324,0.0763337,1.5029,0.961833,469.614,200.02,0.10318,0.95099,0.744723,20.5373,0.407821,0.178376,500,308.802,264.667
"14092","14092-2",0.0499414,0.927125,0.824113,0.0847131,0.0997403,73.855,0.950059,469.614,200.02,0.10318,0.95099,0.967438,20.5373,0.407821,0.178376,500,308.802,264.667
"14092","14092-3",0.0525515,0.929411,0.819658,0.0901843,0.105096,102.564,0.947449,469.614,200.02,0.10318,0.95099,0.904082,20.5373,0.407821,0.178376,500,308.802,264.667
"14092","14092-4",0.038251,0.936633,0.885272,0.0620651,0.076256,31.647,0.961749,469.614,200.02,0.10318,0.95099,0.665544,20.5373,0.407821,0.178376,500,308.802,264.667
"141012","141012-0",0.0204209,0.930337,0.83926,0.0288349,0.0408417,268.185,0.979579,1512.99,369.951,0.101375,0.784886,0.8381,36.2488,0.390542,0.186269,500,308.802,498.911
"141012","141012-1",0.0286203,0.916885,0.844683,0.0355676,0.0572406,1.63095,0.97138,1512.99,369.951,0.101375,0.784886,0.82355,36.2488,0.390542,0.186269,500,308.802,498.911
"141012","141012-2",0.0193652,0.930344,0.869863,0.0276082,0.0387303,0.271935,0.980635,1512.99,369.951,0.101375,0.784886,0.724317,36.2488,0.390542,0.186269,500,308.802,498.911
"141012","141012-3",0.0241579,0.91651,0.903485,0.0395328,0.0483157,0.996754,0.975842,1512.99,369.951,0.101375,0.784886,0.63503,36.2488,0.390542,0.186269,500,308.802,498.911
"141012","141012-4",0.0300322,0.91421,0.884075,0.0517711,0.0600644,328.395,0.969968,1512.99,369.951,0.101375,0.784886,0.698817,36.2488,0.390542,0.186269,500,308.802,498.911
"141048","141048-0",0.0254662,0.965518,0.938596,0.0323485,0.0509323,0.204818,0.974534,732.587,318.563,0.100458,0.838872,0.475946,25.1228,0.390574,0.186253,503,306.96,374.875
"141048","141048-1",0.0594621,0.929638,0.904584,0.0783799,0.118361,140.478,0.940538,732.587,318.563,0.100458,0.838872,0.605738,25.1228,0.390574,0.186253,503,306.96,374.875
"141048","141048-2",0.04908,0.95456,0.906332,0.064262,0.0976807,48.7664,0.95092,732.587,318.563,0.100458,0.838872,0.582951,25.1228,0.390574,0.186253,503,306.96,374.875
"141048","141048-3",0.0370658,0.958096,0.905357,0.0549454,0.0735423,8.73024,0.962934,732.587,318.563,0.100458,0.838872,0.589837,25.1228,0.390574,0.186253,503,306.96,374.875
"141048","141048-4",0.035913,0.9541,0.935725,0.0507385,0.071826,29.5944,0.964087,732.587,318.563,0.100458,0.838872,0.530054,25.1228,0.390574,0.186253,503,306.96,374.875
"143090","143090-0",0.0157706,0.961509,0.975226,0.070525,0.031334,0.917591,0.984229,176.329,427.977,0.109369,0.970667,0.288146,11.1576,0.429304,0.16945,500,308.802,253.96
"143090","143090-1",0.0133225,0.966976,0.94381,0.0483998,0.0266449,34.4651,0.986678,176.329,427.977,0.109369,0.970667,0.371935,11.1576,0.429304,0.16945,500,308.802,253.96
"143090","143090-2",0.0176488,0.958446,0.973146,0.0709998,0.0352977,10.2103,0.982351,176.329,427.977,0.109369,0.970667,0.318634,11.1576,0.429304,0.16945,500,308.802,253.96
"143090","143090-3",0.0270983,0.937559,0.9585,0.101612,0.0541447,25.7434,0.972902,176.329,427.977,0.109369,0.970667,0.336327,11.1576,0.429304,0.16945,500,308.802,253.96
"143090","143090-4",0.0223962,0.95149,0.970482,0.0923994,0.044637,14.5837,0.977604,176.329,427.977,0.109369,0.970667,0.319312,11.1576,0.429304,0.16945,500,308.802,253.96
"145059","145059-0",0.0555113,0.89377,0.946867,0.109478,0.110731,74.2393,0.944489,1037.89,364.799,0.141324,0.926312,0.44422,27.6129,0.386811,0.188065,500,308.802,295.843
"145059","145059-1",0.0309843,0.923977,0.929498,0.0677378,0.0619491,4.29374,0.969016,1037.89,364.799,0.141324,0.926312,0.478384,27.6129,0.386811,0.188065,500,308.802,295.843
"145059","145059-2",0.0658027,0.83096,0.936741,0.15015,0.129785,93.0313,0.934197,1037.89,364.799,0.141324,0.926312,0.49001,27.6129,0.386811,0.188065,500,308.802,295.843
"145059","145059-3",0.0635294,0.879237,0.9446,0.130204,0.127059,42.7099,0.936471,1037.89,364.799,0.141324,0.926312,0.464603,27.6129,0.386811,0.188065,500,308.802,295.843
"145059","145059-4",0.0827391,0.834781,0.911707,0.147486,0.162395,27.329,0.917261,1037.89,364.799,0.141324,0.926312,0.587183,27.6129,0.386811,0.188065,500,308.802,295.843
"145079","145079-0",0.0682638,0.884165,0.874684,0.149652,0.136068,31.7587,0.931736,1333.77,372.547,0.103365,0.881291,0.689122,31.3518,0.405703,0.179307,501,308.186,291.152
"145079","145079-1",0.0440995,0.91355,0.907071,0.0994683,0.0879204,57.0352,0.955901,1333.77,372.547,0.103365,0.881291,0.544456,31.3518,0.405703,0.179307,501,308.186,291.152
"145079","145079-2",0.0312563,0.943472,0.818229,0.0511608,0.0625125,154.618,0.968744,1333.77,372.547,0.103365,0.881291,0.859583,31.3518,0.405703,0.179307,501,308.186,291.152
"145079","145079-3",0.0296565,0.934223,0.930015,0.0896101,0.0588468,31.2607,0.970343,1333.77,372.547,0.103365,0.881291,0.459107,31.3518,0.405703,0.179307,501,308.186,291.152
"145079","145079-4",0.0784386,0.8998,0.813862,0.0844823,0.155627,6.98682,0.921561,1333.77,372.547,0.103365,0.881291,0.893713,31.3518,0.405703,0.179307,501,308.186,291.152
"146074","146074-0",0.0368068,0.909023,0.950831,0.120819,0.0736135,21.5582,0.963193,655.206,355.574,0.137425,0.930443,0.388519,22.1084,0.398501,0.182548,504,306.351,307.731
"146074","146074-1",0.0504919,0.856199,0.95547,0.185435,0.0998633,25.5703,0.949508,655.206,355.574,0.137425,0.930443,0.355609,22.1084,0.398501,0.182548,504,306.351,307.731
"146074","146074-2",0.0416124,0.887572,0.968276,0.157979,0.082765,57.645,0.958388,655.206,355.574,0.137425,0.930443,0.306597,22.1084,0.398501,0.182548,504,306.351,307.731
"146074","146074-3",0.0344428,0.918414,0.973341,0.139164,0.0687884,2.75111,0.965557,655.206,355.574,0.137425,0.930443,0.282321,22.1084,0.398501,0.182548,504,306.351,307.731
"146074","146074-4",0.0551421,0.822087,0.975169,0.25735,0.108374,22.492,0.944858,655.206,355.574,0.137425,0.930443,0.254048,22.1084,0.398501,0.182548,504,306.351,307.731
"147077","147077-0",0.0413534,0.895156,0.890611,0.0693613,0.0818129,253.359,0.958647,1046.78,308.671,0.111191,0.910412,0.624264,26.3247,0.389104,0.435301,500,308.802,386.363
"147077","147077-1",0.0363793,0.898174,0.915426,0.0822047,0.0727456,41.5015,0.963621,1046.78,308.671,0.111191,0.910412,0.513969,26.3247,0.389104,0.435301,500,308.802,386.363
"147077","147077-2",0.0544556,0.855402,0.861882,0.0899138,0.106528,3.05075,0.945544,1046.78,308.671,0.111191,0.910412,0.704531,26.3247,0.389104,0.435301,500,308.802,386.363
"147077","147077-3",0.0660812,0.834081,0.922367,0.129814,0.126171,12.4153,0.933919,1046.78,308.671,0.111191,0.910412,0.50125,26.3247,0.389104,0.435301,500,308.802,386.363
"147077","147077-4",0.0366902,0.883433,0.923808,0.0900994,0.0718001,16.6798,0.96331,1046.78,308.671,0.111191,0.910412,0.46402,26.3247,0.389104,0.435301,500,308.802,386.363
"147080","147080-0",0.0367873,0.901982,0.949248,0.109715,0.0726874,29.6918,0.963213,1253.01,346.162,0.127445,0.931525,0.390193,32.4637,0.403067,0.18048,502,307.572,294.355
"147080","147080-1",0.0454013,0.872922,0.962846,0.149641,0.0885875,32.201,0.954599,1253.01,346.162,0.127445,0.931525,0.311768,32.4637,0.403067,0.18048,502,307.572,294.355
"147080","147080-2",0.0501357,0.875461,0.970394,0.157093,0.0974929,93.4448,0.949864,1253.01,346.162,0.127445,0.931525,0.297518,32.4637,0.403067,0.18048,502,307.572,294.355
"147080","147080-3",0.0538015,0.849198,0.85521,0.0939901,0.105938,18.6489,0.946199,1253.01,346.162,0.127445,0.931525,0.696975,32.4637,0.403067,0.18048,502,307.572,294.355
"147080","147080-4",0.0154921,0.941309,0.987723,0.0733162,0.0309843,13.6699,0.984508,1253.01,346.162,0.127445,0.931525,0.221543,32.4637,0.403067,0.18048,502,307.572,294.355
"147091","147091-0",0.0203237,0.961775,0.963323,0.0721231,0.040628,28.986,0.979676,769.329,306.016,0.1019,0.948352,0.354202,21.7119,0.412199,0.176482,500,308.802,252.662
"147091","147091-1",0.0254662,0.958368,0.942393,0.0860494,0.0507639,12.9227,0.974534,769.329,306.016,0.1019,0.948352,0.468242,21.7119,0.412199,0.176482,500,308.802,252.662
"147091","147091-2",0.0167292,0.969799,0.952603,0.059018,0.0329985,3.93077,0.983271,769.329,306.016,0.1019,0.948352,0.424225,21.7119,0.412199,0.176482,500,308.802,252.662
"147091","147091-3",0.0284778,0.9591,0.949217,0.088055,0.0567937,110.923,0.971522,769.329,306.016,0.1019,0.948352,0.413011,21.7119,0.412199,0.176482,500,308.802,252.662
"147091","147091-4",0.0330892,0.96636,0.88067,0.0690893,0.0656343,61.3003,0.966911,769.329,306.016,0.1019,0.948352,0.669486,21.7119,0.412199,0.176482,500,308.802,252.662
"15011","15011-0",0.0630695,0.79903,0.931092,0.160286,0.124118,11.738,0.93693,651.751,695.664,0.114778,0.942744,0.610822,22.523,0.380639,0.191115,500,308.802,440.602
"15011","15011-1",0.0498637,0.859891,0.908102,0.108882,0.0976159,46.7861,0.950136,651.751,695.664,0.114778,0.942744,0.563264,22.523,0.380639,0.191115,500,308.802,440.602
"15011","15011-2",0.0398378,0.855694,0.946969,0.11238,0.0781925,42.4159,0.960162,651.751,695.664,0.114778,0.942744,0.423231,22.523,0.380639,0.191115,500,308.802,440.602
"15011","15011-3",0.0585424,0.795092,0.958277,0.165963,0.113561,8.36146,0.941458,651.751,695.664,0.114778,0.942744,0.364597,22.523,0.380639,0.191115,500,308.802,440.602
"15011","15011-4",0.0495916,0.819412,0.955217,0.139808,0.0967286,2.70935,0.950408,651.751,695.664,0.114778,0.942744,0.398335,22.523,0.380639,0.191115,500,308.802,440.602
"15062","15062-0",0.032856,0.924871,0.90841,0.0657153,0.0656084,67.6621,0.967144,933.09,353.236,0.106548,0.932977,0.548236,26.5729,0.41512,0.17524,500,308.802,281.513
"15062","15062-1",0.0216385,0.936315,0.931507,0.048617,0.0432704,1.39455,0.978362,933.09,353.236,0.106548,0.932977,0.490518,26.5729,0.41512,0.17524,500,308.802,281.513
"15062","15062-2",0.0368974,0.907883,0.902599,0.0793045,0.0737949,25.6068,0.963103,933.09,353.236,0.106548,0.932977,0.577413,26.5729,0.41512,0.17524,500,308.802,281.513
"15062","15062-3",0.0448896,0.897695,0.906671,0.0898287,0.0894554,48.0241,0.95511,933.09,353.236,0.106548,0.932977,0.544005,26.5729,0.41512,0.17524,500,308.802,281.513
"15062","15062-4",0.0357252,0.900299,0.926254,0.0735567,0.0712884,2.02244,0.964275,933.09,353.236,0.106548,0.932977,0.513791,26.5729,0.41512,0.17524,500,308.802,281.513
"156054","156054-0",0.0265542,0.962487,0.917265,0.0750042,0.0524025,17.066,0.973446,731.224,298.35,0.103404,0.901086,0.548192,25.7907,0.394784,0.429038,502,307.572,292.834
"156054","156054-1",0.0333353,0.956276,0.914017,0.0823348,0.0665151,18.7241,0.966665,731.224,298.35,0.103404,0.901086,0.550845,25.7907,0.394784,0.429038,502,307.572,292.834
"156054","156054-2",0.0167421,0.97149,0.937858,0.0521881,0.0332705,5.03703,0.983258,731.224,298.35,0.103404,0.901086,0.441382,25.7907,0.394784,0.429038,502,307.572,292.834
"156054","156054-3",0.0440865,0.932928,0.924118,0.119326,0.0878427,12.3658,0.955913,731.224,298.35,0.103404,0.901086,0.498799,25.7907,0.394784,0.429038,502,307.572,292.834
"156054","156054-4",0.0492937,0.951574,0.880325,0.0953814,0.0964566,58.0303,0.950706,731.224,298.35,0.103404,0.901086,0.670914,25.7907,0.394784,0.429038,502,307.572,292.834
"157032","157032-0",0.0178885,0.960862,0.975262,0.0634371,0.0357446,3.08441,0.982112,271.944,681.956,0.107714,0.961764,0.311638,14.7525,0.43253,0.168187,500,308.802,271.282
"157032","157032-1",0.023698,0.956574,0.959903,0.0673728,0.0473961,2.62301,0.976302,271.944,681.956,0.107714,0.961764,0.399588,14.7525,0.43253,0.168187,500,308.802,271.282
"157032","157032-2",0.0213729,0.956619,0.964864,0.0653642,0.0427329,6.59191,0.978627,271.944,681.956,0.107714,0.961764,0.337566,14.7525,0.43253,0.168187,500,308.802,271.282
"157032","157032-3",0.0347601,0.916354,0.963722,0.112768,0.0687884,17.4399,0.96524,271.944,681.956,0.107714,0.961764,0.339813,14.7525,0.43253,0.168187,500,308.802,271.282
"157032","157032-4",0.0333029,0.916892,0.970312,0.119882,0.0658804,28.1815,0.966697,271.944,681.956,0.107714,0.961764,0.315414,14.7525,0.43253,0.168187,500,308.802,271.282
"157087","157087-0",0.0323379,0.90296,0.950967,0.116288,0.0644491,33.5598,0.967662,1039.01,345.557,0.136452,0.928888,0.38123,29.5087,0.363346,0.20021,501,308.186,408.765
"157087","157087-1",0.0390606,0.863751,0.939861,0.123192,0.0777715,26.4621,0.960939,1039.01,345.557,0.136452,0.928888,0.43661,29.5087,0.363346,0.20021,501,308.186,408.765
"157087","157087-2",0.062383,0.769477,0.932998,0.197412,0.123872,20.9596,0.937617,1039.01,345.557,0.136452,0.928888,0.443556,29.5087,0.363346,0.20021,501,308.186,408.765
"157087","157087-3",0.0700319,0.816523,0.932096,0.189692,0.138399,52.5509,0.929968,1039.01,345.557,0.136452,0.928888,0.472102,29.5087,0.363346,0.20021,501,308.186,408.765
"157087","157087-4",0.0321047,0.885104,0.94915,0.112224,0.0642029,9.58283,0.967895,1039.01,345.557,0.136452,0.928888,0.376531,29.5087,0.363346,0.20021,501,308.186,408.765
"159002","159002-0",0.0222796,0.89809,0.906829,0.0566788,0.0442873,52.3988,0.97772,647.033,707.577,0.115042,0.955595,0.573498,21.513,0.381209,0.444316,501,308.186,705.155
"159002","159002-1",0.0439181,0.869619,0.870381,0.103025,0.086936,42.6998,0.956082,647.033,707.577,0.115042,0.955595,0.681463,21.513,0.381209,0.444316,501,308.186,705.155
"159002","159002-2",0.0125193,0.903356,0.941381,0.0325993,0.0250387,0.213285,0.987481,647.033,707.577,0.115042,0.955595,0.450729,21.513,0.381209,0.444316,501,308.186,705.155
"159002","159002-3",0.0584646,0.854237,0.862432,0.1427,0.116184,12.3426,0.941535,647.033,707.577,0.115042,0.955595,0.731728,21.513,0.381209,0.444316,501,308.186,705.155
"159002","159002-4",0.0292744,0.874768,0.925556,0.072215,0.0582963,77.1797,0.970726,647.033,707.577,0.115042,0.955595,0.475774,21.513,0.381209,0.444316,501,308.186,705.155
"159022","159022-0",0.0261656,0.974048,0.902022,0.0526263,0.0523313,0.583578,0.973834,423.943,232.738,0.112213,0.850824,0.565519,14.9625,0.396655,0.183398,501,308.186,267.145
"159022","159022-1",0.0326941,0.974644,0.866587,0.0600613,0.0653882,205.402,0.967306,423.943,232.738,0.112213,0.850824,0.70703,14.9625,0.396655,0.183398,501,308.186,267.145
"159022","159022-2",0.0346889,0.975402,0.81082,0.0379724,0.0693778,0.863923,0.965311,423.943,232.738,0.112213,0.850824,0.893428,14.9625,0.396655,0.183398,501,308.186,267.145
"159022","159022-3",0.0263729,0.97283,0.923421,0.0618897,0.0527458,94.6889,0.973627,423.943,232.738,0.112213,0.850824,0.530763,14.9625,0.396655,0.183398,501,308.186,267.145
"159022","159022-4",0.0300192,0.972766,0.878425,0.0549007,0.0600385,393.183,0.969981,423.943,232.738,0.112213,0.850824,0.656772,14.9625,0.396655,0.183398,501,308.186,267.145
"160006","160006-0",0.0473248,0.933135,0.91726,0.0880481,0.0945849,29.982,0.952675,760.75,300.848,0.135927,0.923593,0.539698,22.1398,0.381241,0.190813,500,308.802,280.662
"160006","160006-1",0.043685,0.947863,0.893021,0.0676604,0.0873699,0.659723,0.956315,760.75,300.848,0.135927,0.923593,0.628558,22.1398,0.381241,0.190813,500,308.802,280.662
"160006","160006-2",0.0622923,0.90684,0.920011,0.124155,0.122577,18.9594,0.937708,760.75,300.848,0.135927,0.923593,0.514548,22.1398,0.381241,0.190813,500,308.802,280.662
"160006","160006-3",0.0435425,0.936963,0.933977,0.0916014,0.0855305,32.9104,0.956458,760.75,300.848,0.135927,0.923593,0.486545,22.1398,0.381241,0.190813,500,308.802,280.662
"160006","160006-4",0.0385814,0.945493,0.931736,0.0811883,0.0768842,27.3076,0.961419,760.75,300.848,0.135927,0.923593,0.472984,22.1398,0.381241,0.190813,500,308.802,280.662
