image,ground_truth,ue,oe,rec,pre,ue_np,ue_levin,asa,sse_rgb,sse_xy,co,ev,mde,icv,cd,reg,sp,sp_size,sp_size_variation
"108004","108004-3",0.0655307,0.839036,0.823261,0.189069,0.1302,216.293,0.934469,1337.8,1654.66,0.0550044,0.685974,0.909404,32.486,0.316131,0.167524,269,573.981,1485.7
"108004","108004-4",0.0588338,0.847443,0.74573,0.0480871,0.117655,16.9419,0.941166,1337.8,1654.66,0.0550044,0.685974,1.65983,32.486,0.316131,0.167524,269,573.981,1485.7
"108036","108036-0",0.0846886,0.833233,0.758222,0.0937713,0.166838,193.773,0.915311,1765.83,1040.03,0.0821082,0.787629,1.12266,35.8238,0.299713,0.176701,264,584.852,955.335
"108036","108036-1",0.0977261,0.809788,0.740499,0.105368,0.190977,17.8992,0.902274,1765.83,1040.03,0.0821082,0.787629,1.72769,35.8238,0.299713,0.176701,264,584.852,955.335
"108036","108036-2",0.0877326,0.819146,0.763859,0.0948546,0.174261,177.372,0.912267,1765.83,1040.03,0.0821082,0.787629,1.18562,35.8238,0.299713,0.176701,264,584.852,955.335
"108036","108036-3",0.0784904,0.830409,0.818688,0.100803,0.156346,6.34808,0.92151,1765.83,1040.03,0.0821082,0.787629,0.912828,35.8238,0.299713,0.176701,264,584.852,955.335
"108036","108036-4",0.0747404,0.876536,0.766757,0.0813107,0.148678,16.7507,0.92526,1765.83,1040.03,0.0821082,0.787629,1.37967,35.8238,0.299713,0.176701,264,584.852,955.335
"108069","108069-0",0.0356993,0.890979,0.879826,0.033447,0.0713985,0.565002,0.964301,1771.01,1781.61,0.0742148,0.785842,0.69348,33.1005,0.276164,0.191768,251,615.143,1418.39
"108069","108069-1",0.0350322,0.891095,0.840517,0.0322672,0.0700643,0.519392,0.964968,1771.01,1781.61,0.0742148,0.785842,0.78182,33.1005,0.276164,0.191768,251,615.143,1418.39
"108069","108069-2",0.0514051,0.86958,0.835799,0.0402183,0.10281,0.719998,0.948595,1771.01,1781.61,0.0742148,0.785842,0.936947,33.1005,0.276164,0.191768,251,615.143,1418.39
"108069","108069-3",0.0511655,0.869761,0.788404,0.0376898,0.102331,1596.04,0.948835,1771.01,1781.61,0.0742148,0.785842,1.15528,33.1005,0.276164,0.191768,251,615.143,1418.39
"108069","108069-4",0.0487821,0.869437,0.869586,0.043337,0.0975641,0.730407,0.951218,1771.01,1781.61,0.0742148,0.785842,0.841596,33.1005,0.276164,0.191768,251,615.143,1418.39
"109055","109055-0",0.0359972,0.905849,0.867014,0.0470186,0.0719943,1.06513,0.964003,1499.09,1492.05,0.0917186,0.720987,0.699916,29.8298,0.277997,0.190504,250,617.604,1183.5
"109055","109055-1",0.13055,0.733888,0.671867,0.091441,0.256754,7.10639,0.86945,1499.09,1492.05,0.0917186,0.720987,2.111,29.8298,0.277997,0.190504,250,617.604,1183.5
"109055","109055-2",0.111865,0.823006,0.699498,0.0724319,0.223729,1.40754,0.888135,1499.09,1492.05,0.0917186,0.720987,1.35028,29.8298,0.277997,0.190504,250,617.604,1183.5
"109055","109055-3",0.0406798,0.906199,0.833562,0.0428971,0.0813596,1.11633,0.95932,1499.09,1492.05,0.0917186,0.720987,0.804337,29.8298,0.277997,0.190504,250,617.604,1183.5
"109055","109055-4",0.0741899,0.870519,0.775253,0.0578508,0.14838,0.916039,0.92581,1499.09,1492.05,0.0917186,0.720987,1.04323,29.8298,0.277997,0.190504,250,617.604,1183.5
"112056","112056-0",0.0163859,0.9141,0.951013,0.0692335,0.0322342,0.559058,0.983614,162.225,2314.92,0.0891011,0.941293,0.367692,10.8667,0.302666,0.174976,251,615.143,798.063
"112056","112056-1",0.0178885,0.913479,0.938056,0.0670877,0.0357187,1.32307,0.982112,162.225,2314.92,0.0891011,0.941293,0.456158,10.8667,0.302666,0.174976,251,615.143,798.063
"112056","112056-2",0.0406604,0.893932,0.857085,0.0938239,0.0813207,1.20588,0.95934,162.225,2314.92,0.0891011,0.941293,0.768414,10.8667,0.302666,0.174976,251,615.143,798.063
"112056","112056-3",0.0188924,0.914217,0.942343,0.0669471,0.0377847,0.53254,0.981108,162.225,2314.92,0.0891011,0.941293,0.413761,10.8667,0.302666,0.174976,251,615.143,798.063
"112056","112056-4",0.0189701,0.914243,0.94255,0.065768,0.0376358,0.423748,0.98103,162.225,2314.92,0.0891011,0.941293,0.403811,10.8667,0.302666,0.174976,251,615.143,798.063
"112090","112090-0",0.117907,0.658448,0.832322,0.277623,0.233405,189.855,0.882093,684.4,797.13,0.0940532,0.892749,0.906707,23.1389,0.290218,0.182482,250,617.604,906.543
"112090","112090-1",0.0900188,0.762249,0.862166,0.142306,0.176592,71.1958,0.909981,684.4,797.13,0.0940532,0.892749,0.753985,23.1389,0.290218,0.182482,250,617.604,906.543
"112090","112090-2",0.0899152,0.838155,0.812078,0.141496,0.178691,77.6122,0.910085,684.4,797.13,0.0940532,0.892749,0.906075,23.1389,0.290218,0.182482,250,617.604,906.543
"112090","112090-3",0.0847469,0.738052,0.79908,0.152611,0.167071,716.206,0.915253,684.4,797.13,0.0940532,0.892749,1.12858,23.1389,0.290218,0.182482,250,617.604,906.543
"117025","117025-0",0.0309648,0.754717,0.886044,0.109073,0.0615346,66.972,0.969035,929.138,1804.76,0.0779881,0.921856,1.04824,29.5004,0.279396,0.436728,278,555.399,1314.76
"117025","117025-1",0.0652133,0.705915,0.842633,0.1093,0.130265,116.823,0.934787,929.138,1804.76,0.0779881,0.921856,1.23237,29.5004,0.279396,0.436728,278,555.399,1314.76
"117025","117025-2",0.0693584,0.7053,0.83185,0.103716,0.136314,111.724,0.930642,929.138,1804.76,0.0779881,0.921856,1.29573,29.5004,0.279396,0.436728,278,555.399,1314.76
"117025","117025-3",0.0905176,0.678253,0.751075,0.0949781,0.178658,235.561,0.909482,929.138,1804.76,0.0779881,0.921856,1.33956,29.5004,0.279396,0.436728,278,555.399,1314.76
"117025","117025-4",0.0867352,0.705196,0.690951,0.070624,0.171728,110.87,0.913265,929.138,1804.76,0.0779881,0.921856,1.89384,29.5004,0.279396,0.436728,278,555.399,1314.76
"118015","118015-0",0.0538662,0.826581,0.894261,0.139543,0.103166,195.075,0.946134,1473.51,1567.1,0.0989437,0.84713,0.634365,40.7832,0.284253,0.186311,250,617.604,938.032
"118015","118015-1",0.0685876,0.782929,0.852623,0.169208,0.131074,67.0919,0.931412,1473.51,1567.1,0.0989437,0.84713,0.847443,40.7832,0.284253,0.186311,250,617.604,938.032
"118015","118015-2",0.0376163,0.859353,0.868297,0.103867,0.0752327,15.3498,0.962384,1473.51,1567.1,0.0989437,0.84713,0.889858,40.7832,0.284253,0.186311,250,617.604,938.032
"118015","118015-3",0.0369233,0.844962,0.91911,0.08487,0.0718324,1.53049,0.963077,1473.51,1567.1,0.0989437,0.84713,0.526197,40.7832,0.284253,0.186311,250,617.604,938.032
"118015","118015-4",0.0627457,0.743201,0.92548,0.213765,0.121547,74.9506,0.937254,1473.51,1567.1,0.0989437,0.84713,0.542844,40.7832,0.284253,0.186311,250,617.604,938.032
"118031","118031-0",0.0760358,0.885862,0.772081,0.0665834,0.151048,122.357,0.923964,958.805,901.766,0.101176,0.882536,1.51831,30.3372,0.273483,0.193648,251,615.143,856.563
"118031","118031-1",0.123464,0.802799,0.735851,0.182078,0.235594,91.3839,0.876536,958.805,901.766,0.101176,0.882536,1.58678,30.3372,0.273483,0.193648,251,615.143,856.563
"118031","118031-2",0.0695591,0.897941,0.767636,0.0730862,0.139118,669.816,0.930441,958.805,901.766,0.101176,0.882536,1.45361,30.3372,0.273483,0.193648,251,615.143,856.563
"118031","118031-3",0.105051,0.808913,0.829902,0.134635,0.205206,144.898,0.894949,958.805,901.766,0.101176,0.882536,1.12086,30.3372,0.273483,0.193648,251,615.143,856.563
"118031","118031-4",0.107273,0.8439,0.730805,0.0937937,0.208328,22.1083,0.892727,958.805,901.766,0.101176,0.882536,1.44687,30.3372,0.273483,0.193648,251,615.143,856.563
"118072","118072-0",0.0629918,0.796251,0.878091,0.104896,0.12417,2.56822,0.937008,738.746,1398.16,0.0955822,0.898681,0.730926,23.3892,0.29312,0.180675,250,617.604,1091.88
"118072","118072-1",0.0923699,0.775843,0.851498,0.131801,0.178283,41.0055,0.90763,738.746,1398.16,0.0955822,0.898681,0.781178,23.3892,0.29312,0.180675,250,617.604,1091.88
"118072","118072-2",0.0517419,0.874463,0.843995,0.05796,0.0988724,64.1897,0.948258,738.746,1398.16,0.0955822,0.898681,0.79387,23.3892,0.29312,0.180675,250,617.604,1091.88
"118072","118072-3",0.0636719,0.77302,0.891273,0.113088,0.127344,201.377,0.936328,738.746,1398.16,0.0955822,0.898681,0.635159,23.3892,0.29312,0.180675,250,617.604,1091.88
"118072","118072-4",0.134177,0.675572,0.825715,0.185913,0.264318,67.5309,0.865823,738.746,1398.16,0.0955822,0.898681,0.904226,23.3892,0.29312,0.180675,250,617.604,1091.88
"120003","120003-0",0.0783415,0.738169,0.907128,0.231245,0.153237,47.4768,0.921659,520.189,927.417,0.11007,0.969894,0.566375,17.647,0.292582,0.181007,251,615.143,768.241
"120003","120003-1",0.0873116,0.738745,0.887332,0.229088,0.168775,34.0454,0.912688,520.189,927.417,0.11007,0.969894,0.635024,17.647,0.292582,0.181007,251,615.143,768.241
"120003","120003-2",0.0311332,0.858991,0.967368,0.113825,0.0622664,1.82561,0.968867,520.189,927.417,0.11007,0.969894,0.283466,17.647,0.292582,0.181007,251,615.143,768.241
"120003","120003-3",0.0731472,0.740002,0.903825,0.227111,0.142,235.586,0.926853,520.189,927.417,0.11007,0.969894,0.58088,17.647,0.292582,0.181007,251,615.143,768.241
"120003","120003-4",0.0587302,0.786692,0.89904,0.165481,0.113801,60.616,0.94127,520.189,927.417,0.11007,0.969894,0.569948,17.647,0.292582,0.181007,251,615.143,768.241
